txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,user_id_clean,merchant_id_clean,txn_id_clean,amount_clean,negative_amount_flag,status_clean,timestamp_clean,utr_clean,missing_utr_flag,invalid_utr_flag,mcc_clean,merchant_category_clean_x,user_id_core,kyc_match_flag,merchant_id_core,merchant_match_flag,kyc_status_clean,risk_segment_clean,monthly_income_clean,missing_pan_flag,missing_aadhaar_flag,missing_dob_flag,identity_conflict_score,merchant_name,merchant_category_clean_y,business_type_clean,merchant_status,onboarding_date_clean,declared_avg_ticket_clean,merchant_conflict_score,chargeback_count,disputed_amount,max_severity,delayed_dispute_count,reporting_delay_days,has_chargeback_flag,date,hour,day_of_week,is_weekend,user_txn_count,user_avg_amount,user_total_amount,user_std_amount,merchant_txn_count,merchant_avg_amount,merchant_total_amount,merchant_std_amount,user_amount_deviation,merchant_amount_deviation,large_user_deviation_flag,large_merchant_deviation_flag,user_risk_score,user_risk_level,merchant_risk_score,merchant_risk_level,transaction_risk_score,transaction_risk_level
TXN00012766,2026-03-25 08:11:15,USR26441,MCH9452,13647.12,UTR7841833271,5812.0,S,USR26441,MCH9452,TXN00012766,13647.12,0,SUCCESS,2026-03-25 08:11:15,UTR7841833271,0,0,5812,Food & Restaurants,26441,0,9452,1,,,,,,,,Kapoor-Kara,Other Retail,Private Limited,Disabled,,,0.0,0.0,0.0,,0.0,,0,2026-03-25,8,Wednesday,0,1,13647.12,13647.12,,1,13647.12,13647.12,,,,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00006620,2026-02-12 00:31:16,USR35994,MCH8626,"₹18,139.45",UTR3212285216,5812.0,TXN_SUCCESS,USR35994,MCH8626,TXN00006620,18139.45,0,SUCCESS,2026-02-12 00:31:16,UTR3212285216,0,0,5812,Food & Restaurants,35994,0,8626,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-12,0,Thursday,0,1,18139.45,18139.45,,2,14300.83,28601.66,5428.628464796611,,0.7071067811865476,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00008467,2026-03-02 17:06:46,USR33886,MCH6907,10925.06,UTR2793070311,4131.0,SUCCESS,USR33886,MCH6907,TXN00008467,10925.06,0,SUCCESS,2026-03-02 17:06:46,UTR2793070311,0,0,4131,Transportation,33886,0,6907,1,,,,,,,,Dhillon-Sama,Food & Restaurants,Private Limited,A,2024-12-21 07:31:00,4335.88,0.0,1.0,0.0,MEDIUM,0.0,,1,2026-03-02,17,Monday,0,1,10925.06,10925.06,,5,9207.573999999999,46037.869999999995,6146.054750783628,,0.2794452815086002,0,0,30.0,MEDIUM,9.0,LOW,31.7,MEDIUM
TXN00013060,1768310961,USR35179,MCH6594,6900.48,UTR8884280227,7011.0,TXN_SUCCESS,USR35179,MCH6594,TXN00013060,6900.48,0,SUCCESS,2026-01-13 13:29:21,UTR8884280227,0,0,7011,Hotels & Hospitality,35179,0,6594,1,,,,,,,,Varkey-Bhatti,Grocery,Partnership,A,2025-01-24 23:13:22,1271.0,0.0,1.0,255.73,MEDIUM,0.0,,1,2026-01-13,13,Tuesday,0,1,6900.48,6900.48,,3,13004.25,39012.75,7130.573204231199,,-0.8559999070450738,0,0,30.0,MEDIUM,35.0,MEDIUM,39.5,MEDIUM
TXN00000128,23/01/2026 05:43:14,USR45756,MCH9425,"INR 21,520",,5411.0,Success,USR45756,MCH9425,TXN00000128,21520.0,0,SUCCESS,2026-01-23 05:43:14,,1,0,5411,Grocery,45756,0,9425,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-23,5,Friday,0,1,21520.0,21520.0,,2,16350.96,32701.92,7310.126472449022,,0.7071067811865478,0,0,5.0,LOW,0.0,LOW,6.5,LOW
TXN00002313,2026-01-28 20:56:16,USR95047,MCH9186,"12,343.73",UTR6065802533,5912.0,S,USR95047,MCH9186,TXN00002313,12343.73,0,SUCCESS,2026-01-28 20:56:16,UTR6065802533,0,0,5912,Pharmacy & Medical,95047,1,9186,0,APPROVED,LOW,45835.0,0.0,1.0,1.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-28,20,Wednesday,0,1,12343.73,12343.73,,4,7697.3475,30789.39,5123.866880487659,,0.9068117123990904,0,0,0.0,LOW,15.0,LOW,4.5,LOW
TXN00014569,14/01/2026 00:51:53,USR10783,MCH6000,"INR 19,285",UTR2887035088,5411.0,Pending,USR10783,MCH6000,TXN00014569,19285.0,0,PENDING,2026-01-14 00:51:53,UTR2887035088,0,0,5411,Grocery,10783,0,6000,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-14,0,Wednesday,0,1,19285.0,19285.0,,2,11409.5,22819.0,11137.63891046931,,0.7071067811865476,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00007481,2026-01-01 12:44:41,USR13703,MCH1196,8580.73,UTR7239413296,,S,USR13703,MCH1196,TXN00007481,8580.73,0,SUCCESS,2026-01-01 12:44:41,UTR7239413296,0,0,,Unknown,13703,1,1196,0,APPROVED,LOW,19800.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-01,12,Thursday,0,1,8580.73,8580.73,,4,6378.8925,25515.57,4520.381594042513,,0.48709106835180427,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00003676,2026/03/15,USR46506,MCH8510,7033.43,UTR9295583359,5411.0,Success,USR46506,MCH8510,TXN00003676,7033.43,0,SUCCESS,2026-03-15 00:00:00,UTR9295583359,0,0,5411,Grocery,46506,1,8510,0,APPROVED,HIGH,15488.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-03-15,0,Sunday,1,1,7033.43,7033.43,,4,11868.657500000001,47474.630000000005,6811.045373853537,,-0.7099097472704601,0,0,5.0,LOW,22.5,LOW,8.25,LOW
TXN00016078,2026-03-09 15:26:35,USR75548,MCH8556,1919.07,UTR5293143608,5411.0,Success,USR75548,MCH8556,TXN00016078,1919.07,0,SUCCESS,2026-03-09 15:26:35,UTR5293143608,0,0,5411,Grocery,75548,0,8556,1,,,,,,,,"Rout, Dhillon and Sinha",Books & Stationery,Sole Proprietor,Live,2023-05-04 17:49:00,,0.0,0.0,0.0,,0.0,,0,2026-03-09,15,Monday,0,1,1919.07,1919.07,,4,9297.942500000001,37191.770000000004,5513.827743587783,,-1.3382486437994263,0,0,0.0,LOW,11.25,LOW,3.38,LOW
TXN00010588,18/03/2026 15:46:39,USR41789,MCH6873,22392.32,UTR5232468184,5912.0,COMPLETED,USR41789,MCH6873,TXN00010588,22392.32,0,SUCCESS,2026-03-18 15:46:39,UTR5232468184,0,0,5912,Pharmacy & Medical,41789,0,6873,1,,,,,,,,Dar and Sons,Department Stores,Sole Proprietor,Active,,75.71,0.0,0.0,0.0,,0.0,,0,2026-03-18,15,Wednesday,0,1,22392.32,22392.32,,4,11927.32,47709.28,7143.592200534219,,1.464949244893542,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00003103,2026-01-05 09:25:20,USR94912,MCH7535,22864.57,UTR5504335525,7011.0,COMPLETED,USR94912,MCH7535,TXN00003103,22864.57,0,SUCCESS,2026-01-05 09:25:20,UTR5504335525,0,0,7011,Hotels & Hospitality,94912,1,7535,0,APPROVED,MEDIUM,36478.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,7765.0,LOW,0.0,,1,2026-01-05,9,Monday,0,1,22864.57,22864.57,,3,19131.49,57394.47,3340.9464496157366,,1.117371995121132,0,0,30.0,MEDIUM,15.0,LOW,33.5,MEDIUM
TXN00016313,2026-01-16 00:02:31,USR27369,MCH3573,₹914.26,UTR2828690734,7011.0,COMPLETED,USR27369,MCH3573,TXN00016313,914.26,0,SUCCESS,2026-01-16 00:02:31,UTR2828690734,0,0,7011,Hotels & Hospitality,27369,0,3573,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-16,0,Friday,0,1,914.26,914.26,,2,9658.255,19316.51,12365.876318322531,,-0.7071067811865475,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00016827,27/03/2026 04:30:36,USR29821,MCH5839,-14687.99,UTR5846933534,7011.0,Fail,USR29821,MCH5839,TXN00016827,-14687.99,1,FAILED,2026-03-27 04:30:36,UTR5846933534,0,0,7011,Hotels & Hospitality,29821,0,5839,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-27,4,Friday,0,1,-14687.99,-14687.99,,5,4067.8160000000003,20339.08,15893.875447186567,,-1.1800649918469088,0,0,20.0,LOW,3.0,LOW,16.9,LOW
TXN00004305,2026-01-11 06:52:07,USR84972,MCH2982,20712.68,UTR0600457450,5912.0,SUCCESS,USR84972,MCH2982,TXN00004305,20712.68,0,SUCCESS,2026-01-11 06:52:07,UTR0600457450,0,0,5912,Pharmacy & Medical,84972,0,2982,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-11,6,Sunday,1,1,20712.68,20712.68,,3,11156.923333333332,33470.77,9528.909431117148,,1.0028174510151024,0,0,0.0,LOW,5.0,LOW,1.5,LOW
TXN00012720,2026-02-18 21:11:27,USR30959,MCH1744,"1,470.19",UTR1053011192,5411.0,TXN_SUCCESS,USR30959,MCH1744,TXN00012720,1470.19,0,SUCCESS,2026-02-18 21:11:27,UTR1053011192,0,0,5411,Grocery,30959,0,1744,1,,,,,,,,"Mani, Tara and Mane",Transportation,Sole Proprietor,Closed,2023-03-20 16:42:33,466.22,0.0,1.0,1297.0,LOW,0.0,,1,2026-02-18,21,Wednesday,0,1,1470.19,1470.19,,3,9843.063333333334,29529.190000000002,9237.814034826277,,-0.9063695482251382,0,0,30.0,MEDIUM,45.0,MEDIUM,42.5,MEDIUM
TXN00001388,2026-02-23 09:49:04,USR57917,MCH8426,3280.53,UTR0577133378,5411.0,S,USR57917,MCH8426,TXN00001388,3280.53,0,SUCCESS,2026-02-23 09:49:04,UTR0577133378,0,0,5411,Grocery,57917,0,8426,0,,,,,,,,,,,,,,,1.0,0.0,HIGH,0.0,,1,2026-02-23,9,Monday,0,1,3280.53,3280.53,,1,3280.53,3280.53,,,,0,0,30.0,MEDIUM,45.0,MEDIUM,42.5,MEDIUM
TXN00007439,05/03/2026 00:49:10,USR56890,MCH2429,"₹6,997.24",UTR5603824422,5411.0,S,USR56890,MCH2429,TXN00007439,6997.24,0,SUCCESS,2026-03-05 00:49:10,UTR5603824422,0,0,5411,Grocery,56890,0,2429,0,,,,,,,,,,,,,,,1.0,3333.48,LOW,0.0,,1,2026-03-05,0,Thursday,0,1,6997.24,6997.24,,1,6997.24,6997.24,,,,0,0,30.0,MEDIUM,45.0,MEDIUM,42.5,MEDIUM
TXN00015690,2026-02-03 12:02:58,USR67497,MCH3148,"₹22,594.09",UTR3370920912,5912.0,S,USR67497,MCH3148,TXN00015690,22594.09,0,SUCCESS,2026-02-03 12:02:58,UTR3370920912,0,0,5912,Pharmacy & Medical,67497,0,3148,1,,,,,,,,RaoLtd,Telecom,Individual,Live,2023-01-16 00:00:00,1684.65,0.0,0.0,0.0,,0.0,,0,2026-02-03,12,Tuesday,0,1,22594.09,22594.09,,5,17490.59,87452.95,5467.219426289748,,0.9334726854860147,0,0,0.0,LOW,9.0,LOW,2.7,LOW
TXN00014762,03/03/2026 06:13:34,USR45031,MCH9061,22106.02,UTR1687742447,,Success,USR45031,MCH9061,TXN00014762,22106.02,0,SUCCESS,2026-03-03 06:13:34,UTR1687742447,0,0,,Unknown,45031,0,9061,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-03,6,Tuesday,0,1,22106.02,22106.02,,2,11237.705,22475.41,15370.118473142946,,0.7071067811865475,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00008233,2026-03-03 02:03:32,USR46496,MCH8064,19925.72,UTR5900500131,,S,USR46496,MCH8064,TXN00008233,19925.72,0,SUCCESS,2026-03-03 02:03:32,UTR5900500131,0,0,,Unknown,46496,0,8064,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-03,2,Tuesday,0,1,19925.72,19925.72,,2,21520.895,43041.79,2255.918119358501,,-0.7071067811865475,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00017940,2026-03-04 00:21:27,USR83554,MCH4443,"INR 21,977",UTR 2796991075,7011.0,SUCCESS,USR83554,MCH4443,TXN00017940,21977.0,0,SUCCESS,2026-03-04 00:21:27,UTR2796991075,0,0,7011,Hotels & Hospitality,83554,1,4443,1,APPROVED,MEDIUM,15611.0,0.0,0.0,0.0,0.0,Sachar-Banik,Books & Stationery,Partnership,Live,2024-12-06 00:00:00,2375.86,0.0,0.0,0.0,,0.0,,0,2026-03-04,0,Wednesday,0,1,21977.0,21977.0,,4,18705.36,74821.44,4829.5149170698305,,0.6774262128141376,0,0,0.0,LOW,3.75,LOW,1.12,LOW
TXN00001707,2026-03-08 02:30:26,USR64020,MCH8881,Rs. 16024.25,UTR2341145666,5912.0,Fail,USR64020,MCH8881,TXN00001707,16024.25,0,FAILED,2026-03-08 02:30:26,UTR2341145666,0,0,5912,Pharmacy & Medical,64020,1,8881,0,APPROVED,HIGH,,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-03-08,2,Sunday,1,1,16024.25,16024.25,,4,14799.805,59199.22,5368.544712511328,,0.2280776384606513,0,0,20.0,LOW,15.0,LOW,10.5,LOW
TXN00008520,2026-03-31 22:04:43,USR91532,MCH6621,Rs. 21156.38,UTR 4889636858,,S,USR91532,MCH6621,TXN00008520,21156.38,0,SUCCESS,2026-03-31 22:04:43,UTR4889636858,0,0,,Unknown,91532,0,6621,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-31,22,Tuesday,0,1,21156.38,21156.38,,3,15176.22666666667,45528.68000000001,5931.011457519985,,1.008285580994965,0,0,0.0,LOW,30.0,MEDIUM,9.0,LOW
TXN00005549,2026-03-25 21:23:02,USR38010,MCH2593,6444.41,UTR0469775431,5411.0,Success,USR38010,MCH2593,TXN00005549,6444.41,0,SUCCESS,2026-03-25 21:23:02,UTR0469775431,0,0,5411,Grocery,38010,0,2593,1,,,,,,,,Gour Inc,Other Retail,Sole Proprietor,Active,2025-10-20 00:00:00,1307.82,0.0,0.0,0.0,,0.0,,0,2026-03-25,21,Wednesday,0,1,6444.41,6444.41,,2,7111.23,14222.46,943.0258876616277,,-0.7071067811865468,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00007561,2026-03-03 17:41:59,USR19225,MCH4157,"INR 18,391",UTR6614051992,5812.0,Success,USR19225,MCH4157,TXN00007561,18391.0,0,SUCCESS,2026-03-03 17:41:59,UTR6614051992,0,0,5812,Food & Restaurants,19225,0,4157,1,,,,,,,,Minhas-Saran,Telecom,Partnership,A,2025-11-02 00:00:00,-2413.97,0.0,0.0,0.0,,0.0,,0,2026-03-03,17,Tuesday,0,2,18458.095,36916.19,94.8866589674206,2,19038.715,38077.43,916.0073375524894,-0.7071067811865762,-0.7071067811865476,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00001078,2026-02-01 07:01:26,USR17774,MCH9846,16994.39,UTR 5135182099,5812.0,TXN_SUCCESS,USR17774,MCH9846,TXN00001078,16994.39,0,SUCCESS,2026-02-01 07:01:26,UTR5135182099,0,0,5812,Food & Restaurants,17774,0,9846,1,,,,,,,,Mukherjee Ltd,Food & Restaurants,Sole Proprietor,Live,2024-09-15 00:00:00,1799.62,3.0,0.0,0.0,,0.0,,0,2026-02-01,7,Sunday,1,2,10348.76,20697.52,9398.34007651351,2,16533.15,33066.3,652.2918635089674,0.7071067811865476,0.7071067811865434,0,0,7.5,LOW,15.0,LOW,6.75,LOW
TXN00018078,01-30-2026 05:31:33 AM,USR71965,MCH8080,9517.31,UTR0694099176,5812.0,Success,USR71965,MCH8080,TXN00018078,9517.31,0,SUCCESS,2026-01-30 05:31:33,UTR0694099176,0,0,5812,Food & Restaurants,71965,0,8080,1,,,,,,,,Brar PLC,Telecom,Individual,Active,2025-02-02 00:00:00,1241.0,3.0,0.0,0.0,,0.0,,0,2026-01-30,5,Friday,0,1,9517.31,9517.31,,5,7292.217999999999,36461.09,2878.2097003467275,,0.7730819612385963,0,0,0.0,LOW,24.0,LOW,7.2,LOW
TXN00005668,2026-03-15 00:50:05,USR10649,MCH8252,20863.11,UTR1004012990,,S,USR10649,MCH8252,TXN00005668,20863.11,0,SUCCESS,2026-03-15 00:50:05,UTR1004012990,0,0,,Unknown,10649,0,8252,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-15,0,Sunday,1,2,19474.065000000002,38948.130000000005,1964.4062777465372,3,15433.833333333334,46301.5,9025.609897587716,0.7071067811865461,0.6015412507599908,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00019543,1769659869,USR95424,MCH8641,"INR 2,626",UTR7550458826,5812.0,FAILED,USR95424,MCH8641,TXN00019543,2626.0,0,FAILED,2026-01-29 04:11:09,UTR7550458826,0,0,5812,Food & Restaurants,95424,0,8641,1,,,,,,,,Rai and Sons,Transportation,Individual,Active,2024-01-10 00:00:00,,0.0,0.0,0.0,,0.0,,0,2026-01-29,4,Thursday,0,1,2626.0,2626.0,,1,2626.0,2626.0,,,,0,0,15.0,LOW,15.0,LOW,9.0,LOW
TXN00009743,03-07-2026 11:29:13 PM,USR32719,MCH4464,21298.68,UTR3854321023,5912.0,TXN_SUCCESS,USR32719,MCH4464,TXN00009743,21298.68,0,SUCCESS,2026-03-07 23:29:13,UTR3854321023,0,0,5912,Pharmacy & Medical,32719,1,4464,0,APPROVED,LOW,25476.0,1.0,0.0,0.0,3.0,,,,,,,,0.0,0.0,,0.0,,0,2026-03-07,23,Saturday,1,1,21298.68,21298.68,,3,13654.003333333332,40962.009999999995,10678.827779191559,,0.7158722684490572,0,0,15.0,LOW,15.0,LOW,9.0,LOW
TXN00018140,2026-01-01 13:52:16,USR10627,MCH2979,22398.77,UTR1682830229,,TXN_SUCCESS,USR10627,MCH2979,TXN00018140,22398.77,0,SUCCESS,2026-01-01 13:52:16,UTR1682830229,0,0,,Unknown,10627,0,2979,1,,,,,,,,"Kurian, Guha and Gaba",Other Retail,Individual,Enabled,2023-03-11 13:48:16,7883.21,0.0,0.0,0.0,,0.0,,0,2026-01-01,13,Thursday,0,1,22398.77,22398.77,,4,18943.7675,75775.07,9403.280319606114,,0.36742523699907337,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00010399,2026-02-26 12:07:30,USR62180,MCH1388,"₹12,570.97",UTR2462636894,,SUCCESS,USR62180,MCH1388,TXN00010399,12570.97,0,SUCCESS,2026-02-26 12:07:30,UTR2462636894,0,0,,Unknown,62180,0,1388,1,,,,,,,,"Kala, Kunda and Pandit",Pharmacy & Medical,Sole Proprietor,Live,2025-07-22 00:00:00,3155.43,0.0,0.0,0.0,,0.0,,0,2026-02-26,12,Thursday,0,1,12570.97,12570.97,,3,12785.216666666665,38355.649999999994,7619.039558502983,,-0.028119904749354257,0,0,0.0,LOW,30.0,MEDIUM,9.0,LOW
TXN00008938,01-27-2026 01:59:28 PM,USR47609,MCH6926,"₹22,339.43",UTR4715916742,5411.0,Success,USR47609,MCH6926,TXN00008938,22339.43,0,SUCCESS,2026-01-27 13:59:28,UTR4715916742,0,0,5411,Grocery,47609,1,6926,1,APPROVED,HIGH,18441.0,0.0,0.0,0.0,4.0,Bhattacharyya and S0ns,Unknown,Private Limited,Active,2025-08-28 10:51:00,3997.27,0.0,0.0,0.0,,0.0,,0,2026-01-27,13,Tuesday,0,1,22339.43,22339.43,,3,17154.253333333334,51462.76,7459.252261831164,,0.695133571658262,0,0,25.0,MEDIUM,0.0,LOW,7.5,LOW
TXN00017341,1769040110,USR36765,MCH3464,18311.87,UTR5203955638,5411.0,Success,USR36765,MCH3464,TXN00017341,18311.87,0,SUCCESS,2026-01-22 00:01:50,UTR5203955638,0,0,5411,Grocery,36765,0,3464,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-22,0,Thursday,0,2,11736.935,23473.87,9298.362248721545,1,18311.87,18311.87,,0.7071067811865475,,0,0,15.0,LOW,0.0,LOW,4.5,LOW
TXN00003864,2026-01-25 23:36:53,USR62953,MCH8934,"₹6,390.86",UTR4200254713,5812.0,S,USR62953,MCH8934,TXN00003864,6390.86,0,SUCCESS,2026-01-25 23:36:53,UTR4200254713,0,0,5812,Food & Restaurants,62953,0,8934,1,,,,,,,,kakar group,Food & Restaurants,Sole Proprietor,Active,,1507.45,2.0,0.0,0.0,,0.0,,0,2026-01-25,23,Sunday,1,1,6390.86,6390.86,,2,8616.664999999999,17233.329999999998,3147.763618197847,,-0.7071067811865474,0,0,0.0,LOW,10.0,LOW,3.0,LOW
TXN00008147,1772568243,USR84925,MCH8939,"INR 7,600",UTR9574364124,5912.0,FAILED,USR84925,MCH8939,TXN00008147,7600.0,0,FAILED,2026-03-03 20:04:03,UTR9574364124,0,0,5912,Pharmacy & Medical,84925,0,8939,1,,,,,,,,"DHAWAN, KAMDAR AND DALAL",Food & Restaurants,Individual,ACTIVE,2023-01-06 17:37:02,729.0,0.0,0.0,0.0,,0.0,,0,2026-03-03,20,Tuesday,0,1,7600.0,7600.0,,3,10314.086666666668,30942.260000000002,2364.618090862314,,-1.147790705465216,0,0,15.0,LOW,5.0,LOW,6.0,LOW
TXN00013813,2026-01-29 05:05:29,USR26668,MCH4809,7819.51,UTR9291711697,5411.0,TXN_SUCCESS,USR26668,MCH4809,TXN00013813,7819.51,0,SUCCESS,2026-01-29 05:05:29,UTR9291711697,0,0,5411,Grocery,26668,0,4809,1,,,,,,,,  Viswanathan PLC  ,Hotels & Hospitality,Individual,Enabled,2023-07-12 14:32:20,1713.6,0.0,1.0,0.0,UNKNOWN,0.0,,1,2026-01-29,5,Thursday,0,1,7819.51,7819.51,,2,14653.39,29306.78,9664.565779630248,,-0.7071067811865474,0,0,30.0,MEDIUM,22.5,LOW,35.75,MEDIUM
TXN00017481,1767853270,USR73010,MCH2311,14782.96,UTR 5762079095,7011.0,TXN_SUCCESS,USR73010,MCH2311,TXN00017481,14782.96,0,SUCCESS,2026-01-08 06:21:10,UTR5762079095,0,0,7011,Hotels & Hospitality,73010,0,2311,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-08,6,Thursday,0,1,14782.96,14782.96,,3,15095.49,45286.47,1285.168864274263,,-0.24318205077002616,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00019008,2026-01-04 03:57:44,USR53073,MCH8002,17060.36,UTR5257565623,,Declined,USR53073,MCH8002,TXN00019008,17060.36,0,FAILED,2026-01-04 03:57:44,UTR5257565623,0,0,,Unknown,53073,1,8002,0,APPROVED,LOW,7800.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,,0,2026-01-04,3,Sunday,1,2,15172.145,30344.29,2670.339261676314,3,12026.779999999999,36080.34,5430.725573797668,0.7071067811865475,0.9268706237498306,0,0,7.5,LOW,30.0,MEDIUM,11.25,LOW
TXN00002481,2026-03-01 06:47:25,USR42688,MCH1046,"₹6,901.43",UTR8691955160,5812.0,SUCCESS,USR42688,MCH1046,TXN00002481,6901.43,0,SUCCESS,2026-03-01 06:47:25,UTR8691955160,0,0,5812,Food & Restaurants,42688,0,1046,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-03-01,6,Sunday,1,1,6901.43,6901.43,,1,6901.43,6901.43,,,,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00002478,2026-03-11 20:45:22,USR92402,MCH3515,Rs. 19764.84,UTR1710135183,,Success,USR92402,MCH3515,TXN00002478,19764.84,0,SUCCESS,2026-03-11 20:45:22,UTR1710135183,0,0,,Unknown,92402,1,3515,0,APPROVED,LOW,,0.0,0.0,0.0,4.0,,,,,,,,0.0,0.0,,0.0,,0,2026-03-11,20,Wednesday,0,1,19764.84,19764.84,,4,18708.3725,74833.49,4358.765787776588,,0.24237767098261645,0,0,20.0,LOW,0.0,LOW,6.0,LOW
TXN00002297,2026-03-03 07:14:02,USR40626,MCH9882,-5484.53,UTR1197214529,5912.0,SUCCESS,USR40626,MCH9882,TXN00002297,-5484.53,1,SUCCESS,2026-03-03 07:14:02,UTR1197214529,0,0,5912,Pharmacy & Medical,40626,1,9882,1,APPROVED,LOW,65133.0,0.0,0.0,0.0,0.0,  Joshi PLC  ,Telecom,Sole Proprietor,Enabled,,320.23,0.0,0.0,0.0,,0.0,,0,2026-03-03,7,Tuesday,0,1,-5484.53,-5484.53,,2,-1487.54,-2975.08,5652.597466669637,,-0.7071067811865476,0,0,5.0,LOW,0.0,LOW,11.5,LOW
TXN00019584,2026-01-13 17:42:08,USR11766,MCH5951,"₹12,887.23",UTR0987326937,,S,USR11766,MCH5951,TXN00019584,12887.23,0,SUCCESS,2026-01-13 17:42:08,UTR0987326937,0,0,,Unknown,11766,1,5951,1,APPROVED,LOW,44336.0,0.0,0.0,0.0,0.0,"Sahni, Gour and Sama",Department Stores,Private Limited,ACTIVE,2024-05-13 00:00:00,2353.06,0.0,0.0,0.0,,0.0,,0,2026-01-13,17,Tuesday,0,1,12887.23,12887.23,,2,14843.914999999999,29687.829999999998,2767.1704642919985,,-0.7071067811865476,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00012433,16/02/2026 08:54:54,USR81566,MCH5259,22164.4,UTR8643330489,,SUCCESS,USR81566,MCH5259,TXN00012433,22164.4,0,SUCCESS,2026-02-16 08:54:54,UTR8643330489,0,0,,Unknown,81566,0,5259,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-02-16,8,Monday,0,1,22164.4,22164.4,,1,22164.4,22164.4,,,,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00001200,2026-01-10 23:02:47,USR29725,MCH3166,3260.86,UTR 0502514382,5411.0,S,USR29725,MCH3166,TXN00001200,3260.86,0,SUCCESS,2026-01-10 23:02:47,UTR0502514382,0,0,5411,Grocery,29725,0,3166,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-10,23,Saturday,1,1,3260.86,3260.86,,2,12554.685,25109.37,13143.453361322128,,-0.7071067811865476,0,0,0.0,LOW,0.0,LOW,0.0,LOW
TXN00001156,2026-01-12 17:08:54,USR18796,MCH1907,"₹18,820.39",UTR5907238939,5411.0,SUCCESS,USR18796,MCH1907,TXN00001156,18820.39,0,SUCCESS,2026-01-12 17:08:54,UTR5907238939,0,0,5411,Grocery,18796,0,1907,0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0,2026-01-12,17,Monday,0,1,18820.39,18820.39,,6,11595.676666666666,69574.06,6769.5162477083,,1.0672421882108831,0,0,0.0,LOW,17.5,LOW,5.25,LOW
TXN00000842,1773531960,USR39400,MCH5151,16591.8,UTR 4305869816,5912.0,Declined,USR39400,MCH5151,TXN00000842,16591.8,0,FAILED,2026-03-14 23:46:00,UTR4305869816,0,0,5912,Pharmacy & Medical,39400,0,5151,1,,,,,,,,Sachar-Lad,Transportation,Partnership,A,2025-04-09 22:00:45,703.87,0.0,0.0,0.0,,0.0,,0,2026-03-14,23,Saturday,1,1,16591.8,16591.8,,3,12688.963333333333,38066.89,3552.4741281300453,,1.098624937409761,0,0,15.0,LOW,20.0,LOW,10.5,LOW
