ring_id,user_count,merchant_count,transaction_count,total_amount,chargeback_count,chargeback_amount,risk_score,risk_level,risk_reasons
RING_0271,2,1,2,40059.8,2.0,3812.24,37.52,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0205,2,1,2,19874.27,2.0,1847.8100000000002,37.3,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0962,2,1,2,18223.06,2.0,1683.68,37.24,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0403,2,1,2,41124.2,2.0,3771.1499999999996,37.17,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0306,2,1,2,20689.059999999998,2.0,1884.8400000000001,37.11,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0599,2,1,2,25761.399999999998,2.0,2345.0,37.1,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0843,2,1,2,32131.57,3.0,1312.53,37.08,MEDIUM,linked chargeback activity
RING_1044,2,1,2,44227.51,2.0,4003.58,37.05,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0042,2,1,2,25653.739999999998,2.0,2276.23,36.87,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0578,2,1,2,23320.239999999998,2.0,2025.69,36.69,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1213,2,1,2,20869.620000000003,2.0,1724.94,36.27,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1054,2,1,2,16177.310000000001,2.0,1272.4,35.87,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0441,2,1,2,13165.0,2.0,1027.78,35.81,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0226,2,1,2,22676.38,2.0,1721.07,35.59,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0192,2,1,2,10917.779999999999,2.0,813.4,35.45,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1357,2,1,2,15171.619999999999,2.0,993.95,34.55,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1551,2,1,2,19540.54,2.0,1257.97,34.44,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1018,2,1,2,25440.82,2.0,1632.57,34.42,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0682,2,1,2,31815.059999999998,2.0,2034.0,34.39,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_1880,2,1,2,16671.86,2.0,1064.06,34.38,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0094,2,1,2,32905.630000000005,2.0,2009.7399999999998,34.11,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0195,2,1,2,1965.3400000000001,2.0,119.0,34.05,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0046,2,1,2,20914.77,2.0,1253.1200000000001,33.99,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0258,2,1,2,31115.74,2.0,1843.51,33.92,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0059,2,1,2,36568.94,2.0,2128.78,33.82,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0144,2,1,2,24919.620000000003,2.0,1446.29,33.8,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0758,2,1,2,22000.640000000003,2.0,1234.0,33.61,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0787,2,1,2,39229.59,2.0,2134.24,33.44,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0198,2,1,2,17165.14,2.0,905.23,33.27,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0990,2,1,2,42869.23,2.0,2251.36,33.25,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0236,2,1,2,25297.28,2.0,1314.24,33.2,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0710,2,1,2,34768.13,2.0,1757.24,33.05,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0008,2,1,2,16293.130000000001,3.0,0.0,33.0,MEDIUM,linked chargeback activity
RING_1167,2,1,2,13119.99,1.0,7597.0,33.0,MEDIUM,linked chargeback activity; elevated disputed amount ratio
RING_0481,2,1,2,34785.13,2.0,1605.4499999999998,32.62,MEDIUM,linked chargeback activity
RING_1295,2,1,2,8840.42,2.0,388.0,32.39,MEDIUM,linked chargeback activity
RING_0230,2,1,2,30157.86,2.0,1306.0,32.33,MEDIUM,linked chargeback activity
RING_0880,2,1,2,29914.3,2.0,1267.05,32.24,MEDIUM,linked chargeback activity
RING_0143,2,1,2,25555.0,2.0,1072.1100000000001,32.2,MEDIUM,linked chargeback activity
RING_1225,2,1,2,45003.87,2.0,1851.17,32.11,MEDIUM,linked chargeback activity
RING_1851,2,1,2,37953.4,2.0,1535.06,32.04,MEDIUM,linked chargeback activity
RING_0345,2,1,2,38320.54,2.0,1412.21,31.69,MEDIUM,linked chargeback activity
RING_2063,2,1,2,23549.07,2.0,838.9,31.56,MEDIUM,linked chargeback activity
RING_1166,2,1,2,41230.69,2.0,1286.87,31.12,MEDIUM,linked chargeback activity
RING_0318,2,1,2,41652.979999999996,2.0,1200.09,30.88,MEDIUM,linked chargeback activity
RING_1002,2,1,2,16741.16,2.0,482.6,30.88,MEDIUM,linked chargeback activity
RING_1284,2,1,2,41673.32,2.0,1097.4,30.63,MEDIUM,linked chargeback activity
RING_0154,2,1,2,34586.020000000004,2.0,863.79,30.5,MEDIUM,linked chargeback activity
RING_0344,2,1,2,46552.96,2.0,909.1500000000001,29.95,MEDIUM,linked chargeback activity
RING_0819,2,1,2,46166.25,2.0,851.0,29.84,MEDIUM,linked chargeback activity
RING_1040,2,1,2,21796.46,2.0,330.36,29.52,MEDIUM,linked chargeback activity
RING_0914,2,1,2,15589.89,2.0,185.0,29.19,MEDIUM,linked chargeback activity
RING_0191,2,1,2,41781.89,2.0,471.0,29.13,MEDIUM,linked chargeback activity
RING_1951,2,1,2,28718.08,2.0,221.0,28.77,MEDIUM,linked chargeback activity
RING_0903,2,1,2,13230.34,2.0,0.0,28.0,MEDIUM,linked chargeback activity
RING_0906,2,1,2,16809.57,2.0,0.0,28.0,MEDIUM,linked chargeback activity
RING_1589,2,1,2,21015.079999999998,2.0,0.0,28.0,MEDIUM,linked chargeback activity
RING_0689,2,1,2,4232.4400000000005,2.0,0.0,28.0,MEDIUM,linked chargeback activity
